ID,Movie,Year,Rating,Watched,Cinema,Vote Average,Vote Count,Runtime,Genres,Budget,Revenue,Profit
334533,Captain Fantastic,2016,4,2018-07-01,False,4.0,4411,119,Adventure|Comedy|Drama,5000000.0,5879736.0,879736.0
363088,Ant-Man and the Wasp,2018,3,2018-07-05,True,3.5,8583,119,Action|Adventure|Science Fiction|Comedy,140000000.0,622674139.0,482674139.0
338970,Tomb Raider,2018,3,2018-07-07,False,3.15,5471,118,Action|Adventure|Fantasy,94000000.0,274650803.0,180650803.0
476299,Ghostland,2018,3,2018-07-07,False,3.6,1318,91,Horror|Mystery|Thriller,30000000.0,151866047.5,121866047.5
345,Eyes Wide Shut,1999,4,2018-07-08,False,3.7,3515,159,Mystery|Drama|Thriller,65000000.0,162091208.0,97091208.0
56292,Mission: Impossible – Ghost Protocol,2011,3,2018-07-28,False,3.5,7075,133,Action|Thriller|Adventure,145000000.0,694713380.0,549713380.0
353081,Mission: Impossible - Fallout,2018,3,2018-08-03,True,3.7,5164,148,Action|Adventure,178000000.0,791017452.0,613017452.0
281,Strange Days,1995,3,2018-08-25,False,3.5,734,145,Crime|Drama|Science Fiction|Thriller,42000000.0,7959291.0,-34040709.0
493922,Hereditary,2018,4,2018-08-25,False,3.55,4091,127,Horror|Mystery|Thriller,10000000.0,79336821.0,69336821.0
500664,Upgrade,2018,3,2018-08-26,False,3.75,2201,100,Action|Thriller|Science Fiction|Horror,5000000.0,16593554.0,11593554.0
393519,Raw,2016,3,2018-09-01,False,3.55,1830,99,Drama|Horror|Mystery,3500000.0,4100000.0,600000.0
6114,Dracula,1992,4,2018-09-02,False,3.7,2974,128,Romance|Horror,40000000.0,215862692.0,175862692.0
162,Edward Scissorhands,1991,4,2018-09-07,False,3.85,8981,105,Fantasy|Drama|Romance,20000000.0,53000000.0,33000000.0
439079,The Nun,2018,3,2018-09-08,True,2.85,3978,96,Horror|Mystery|Thriller,22000000.0,365550119.0,343550119.0
259693,The Conjuring 2,2016,5,2018-09-08,False,3.6,5162,134,Horror|Mystery|Thriller,40000000.0,320392818.0,280392818.0
489999,Searching,2018,4,2018-09-28,True,3.8,2259,103,Thriller|Mystery|Drama,1000000.0,66265218.0,65265218.0
335983,Venom,2018,3,2018-10-10,True,3.35,9067,112,Science Fiction|Action,116000000.0,855013954.0,739013954.0
318256,Hot Girls Wanted,2015,3,2018-10-10,False,3.0,371,84,Documentary,30000000.0,151866047.5,121866047.5
22538,Scott Pilgrim vs. the World,2010,4,2018-10-25,False,3.7,4880,112,Action|Comedy|Romance|Music|Fantasy,60000000.0,47664559.0,-12335441.0
351286,Jurassic World: Fallen Kingdom,2018,3,2018-10-28,False,3.25,7822,129,Action|Adventure|Science Fiction,170000000.0,1303459585.0,1133459585.0
345887,The Equalizer 2,2018,3,2018-10-31,False,3.25,2849,122,Thriller|Action|Crime,62000000.0,102084362.0,40084362.0
418680,Goodbye Christopher Robin,2017,3,2018-11-01,False,3.55,536,107,Family|History,30000000.0,7299662.0,-22700338.0
948,Halloween,1978,3,2018-11-04,True,3.75,3028,91,Horror|Thriller,325000.0,151866047.5,151541047.5
338952,Fantastic Beasts: The Crimes of Grindelwald,2018,3,2018-12-07,True,3.45,6969,134,Adventure|Fantasy|Family,200000000.0,653355901.0,453355901.0
297802,Aquaman,2018,4,2018-12-09,True,3.45,8949,144,Action|Adventure|Fantasy,160000000.0,1148461807.0,988461807.0
405774,Bird Box,2018,4,2018-12-23,False,3.45,6690,124,Thriller|Drama|Science Fiction,19800000.0,151866047.5,132066047.5
339877,Loving Vincent,2017,4,2019-01-11,False,4.1,1594,95,Animation|Drama|Mystery,5500000.0,42187665.0,36687665.0
424694,Bohemian Rhapsody,2018,3,2019-02-20,False,4.0,11502,135,Drama|Music,52000000.0,894027543.0,842027543.0
299537,Captain Marvel,2019,3,2019-03-16,True,3.5,9718,124,Action|Adventure|Science Fiction,152000000.0,1128274794.0,976274794.0
490132,Green Book,2018,4,2019-03-10,False,4.15,6593,130,Drama|Comedy,23000000.0,319700000.0,296700000.0
480530,Creed II,2018,4,2019-03-24,False,3.45,3234,130,Drama,50000000.0,214215889.0,164215889.0
287947,Shazam,2019,4,2019-04-07,True,3.5,5259,132,Action|Comedy|Fantasy,80000000.0,363533271.0,283533271.0
299534,Avengers: Endgame,2019,4,2019-04-21,False,4.15,14180,181,Adventure|Science Fiction|Action,356000000.0,2797800564.0,2441800564.0
450465,Glass,2019,3,2019-04-28,False,3.3,5345,129,Thriller|Drama|Science Fiction,20000000.0,246941965.0,226941965.0
487558,BlacKKKlansman,2018,4,2019-06-12,False,3.8,4843,135,Crime|Drama|History|Comedy,15000000.0,48686605.0,33686605.0
458723,Us,2019,4,2019-06-25,False,3.5,4153,116,Thriller|Horror|Mystery,20000000.0,255105930.0,235105930.0
474350,It Chapter Two,2019,3,2019-09-07,True,3.4,4414,169,Horror|Fantasy,79000000.0,473093228.0,394093228.0
310307,The Founder,2017,3,2019-09-18,False,3.55,2953,115,Drama|History,25000000.0,24121245.0,-878755.0
475557,Joker,2019,5,2019-10-01,True,4.1,13785,122,Crime|Thriller|Drama,55000000.0,1074251311.0,1019251311.0
559969,El Camino,2019,4,2019-10-04,False,3.4,2644,123,Crime|Drama|Thriller|Action,6000000.0,151866047.5,145866047.5
568091,Fractured,2019,3,2019-10-16,False,3.3,1159,100,Thriller,30000000.0,151866047.5,121866047.5
396422,Annabelle: Creation,2017,4,2019-11-01,False,3.25,3874,109,Horror|Mystery|Thriller,15000000.0,306515884.0,291515884.0
398978,The Irishman,2019,3,2019-12-05,False,3.85,3747,209,Crime|Drama|History,159000000.0,8000000.0,-151000000.0
181812,Star Wars: The Rise of Skywalker,2019,3,2019-12-26,True,3.3,5241,142,Action|Adventure|Science Fiction,250000000.0,1074144248.0,824144248.0
496243,Parasite,2019,4,2020-01-01,False,4.25,8403,133,Comedy|Thriller|Drama,11363000.0,245924070.0,234561070.0
546554,Knives Out,2019,5,2020-01-03,False,3.9,4891,131,Mystery|Thriller|Comedy|Drama|Crime,40000000.0,309232797.0,269232797.0
503919,The Lighthouse,2019,3,2020-01-04,False,3.8,1719,109,Drama|Fantasy|Mystery|Horror,4000000.0,17964238.0,13964238.0
466272,Once Upon a Time in Hollywood,2019,5,2020-01-21,False,3.75,6857,162,Comedy|Drama|Thriller,95000000.0,374251247.0,279251247.0
515001,Jojo Rabbit,2019,4,2020-02-01,False,4.05,4191,108,Comedy|War|Drama,14000000.0,82468705.0,68468705.0
157433,Pet Sematary,2019,3,2020-01-21,False,2.85,2057,101,Thriller|Horror,21000000.0,112399944.0,91399944.0
530915,1917,2019,4,2020-01-31,True,3.95,5735,119,War|Drama|Action|History,100000000.0,368027644.0,268027644.0
473033,Uncut Gems,2019,5,2020-02-13,False,3.55,2119,136,Crime|Thriller|Drama|Comedy,19000000.0,50020902.0,31020902.0
64682,The Great Gatsby,2013,3,2020-02-25,False,3.7,8732,143,Drama|Romance,105000000.0,351040419.0,246040419.0
68722,The Master,2012,3,2020-02-27,False,3.6,1825,137,Drama,32000000.0,28258060.0,-3741940.0
265195,Relatos salvajes,2014,3,2020-03-02,False,3.9,1972,125,Drama|Thriller|Comedy,4000000.0,27007072.0,23007072.0
207932,Inferno,2016,2,2020-03-05,False,3.0,4619,121,Mystery|Thriller|Drama,75000000.0,220021259.0,145021259.0
570670,The Invisible Man,2020,4,2020-03-09,True,3.6,2442,124,Thriller|Science Fiction|Horror,9000000.0,123414678.0,114414678.0
501170,Doctor Sleep,2019,4,2020-03-22,False,3.55,1920,152,Horror|Drama|Fantasy|Thriller,45000000.0,72281712.0,27281712.0
619264,The Platform,2019,4,2020-03-28,False,3.55,3446,95,Drama|Science Fiction|Thriller,30000000.0,151866047.5,121866047.5
359724,Ford vs Ferrari,2019,4,2020-04-09,False,3.95,3079,152,Drama|Action,97600000.0,220803003.0,123203003.0
492188,Marriage Story,2019,3,2020-04-11,False,3.95,3776,137,Drama,19000000.0,2300000.0,-16700000.0
595,To Kill a Mockingbird,1962,3,2020-04-12,False,4.0,1624,130,Crime|Drama,2000000.0,13129846.0,11129846.0
105,Back To The Future,1985,4,2020-04-19,False,4.15,13479,116,Adventure|Comedy|Science Fiction|Family,19000000.0,381109762.0,362109762.0
446159,Bacurau,2019,4,2020-04-25,False,4.05,502,132,Mystery|Western|Thriller,30000000.0,151866047.5,121866047.5
331482,Little Women,2019,4,2020-05-01,False,4.0,2550,135,Drama|Romance,40000000.0,191540586.0,151540586.0
429617,Spider-Man: Far from Home,2019,5,2020-05-02,False,3.75,7857,129,Action|Adventure|Science Fiction,160000000.0,1131927996.0,971927996.0
324857,Spider-Man: Into the Spider-Verse,2018,5,2020-05-09,False,4.2,7606,117,Action|Adventure|Animation|Science Fiction|Comedy,90000000.0,375540831.0,285540831.0
530385,Midsommar,2019,4,2020-05-17,False,3.55,2596,148,Horror|Drama|Mystery,9000000.0,47862188.0,38862188.0
