ID,Movie,Year,Rating,Watched,Cinema,Vote Average,Vote Count,Runtime,Genres,Budget,Revenue
489999,Searching,2018,4,2018-09-28,True,3.8,2243,103,Thriller|Mystery|Drama,1000000.0,66265218.0
335983,Venom,2018,3,2018-10-10,True,3.35,8993,112,Science Fiction|Action,116000000.0,855013954.0
318256,Hot Girls Wanted,2015,3,2018-10-10,False,3.0,369,84,Documentary,30000000.0,151866047.5
22538,Scott Pilgrim vs. the World,2010,4,2018-10-25,False,3.7,4852,112,Action|Comedy|Romance|Music|Fantasy,60000000.0,47664559.0
351286,Jurassic World: Fallen Kingdom,2018,3,2018-10-28,False,3.25,7767,129,Action|Adventure|Science Fiction,170000000.0,1303459585.0
345887,The Equalizer 2,2018,3,2018-10-31,False,3.25,2825,122,Thriller|Action|Crime,62000000.0,102084362.0
418680,Goodbye Christopher Robin,2017,3,2018-11-01,False,3.55,535,107,Family|History,30000000.0,7299662.0
948,Halloween,1978,3,2018-11-04,True,3.75,3010,91,Horror|Thriller,325000.0,151866047.5
338952,Fantastic Beasts: The Crimes of Grindelwald,2018,3,2018-12-07,True,3.45,6915,134,Adventure|Fantasy|Family,200000000.0,653355901.0
297802,Aquaman,2018,4,2018-12-09,True,3.45,8870,144,Action|Adventure|Fantasy,160000000.0,1148461807.0
405774,Bird Box,2018,4,2018-12-23,False,3.45,6647,124,Thriller|Drama|Science Fiction,19800000.0,151866047.5
339877,Loving Vincent,2017,4,2019-01-11,False,4.1,1590,95,Animation|Drama|Mystery,5500000.0,42187665.0
424694,Bohemian Rhapsody,2018,3,2019-02-20,False,4.0,11437,135,Drama|Music,52000000.0,894027543.0
299537,Captain Marvel,2019,3,2019-03-16,True,3.5,9632,124,Action|Adventure|Science Fiction,152000000.0,1128274794.0
490132,Green Book,2018,4,2019-03-10,False,4.15,6539,130,Drama|Comedy,23000000.0,319700000.0
480530,Creed II,2018,4,2019-03-24,False,3.45,3213,130,Drama,50000000.0,214215889.0
287947,Shazam,2019,4,2019-04-07,True,3.5,5204,132,Action|Comedy|Fantasy,80000000.0,363533271.0
299534,Avengers: Endgame,2019,4,2019-04-21,False,4.15,13980,181,Adventure|Science Fiction|Action,356000000.0,2797800564.0
450465,Glass,2019,3,2019-04-28,False,3.3,5303,129,Thriller|Drama|Science Fiction,20000000.0,246941965.0
487558,BlacKKKlansman,2018,4,2019-06-12,False,3.8,4813,135,Crime|Drama|History|Comedy,15000000.0,48686605.0
458723,Us,2019,4,2019-06-25,False,3.5,4106,116,Thriller|Horror|Mystery,20000000.0,255105930.0
474350,It Chapter Two,2019,3,2019-09-07,True,3.4,4352,169,Horror|Fantasy,79000000.0,473093228.0
310307,The Founder,2017,3,2019-09-18,False,3.55,2914,115,Drama|History,25000000.0,24121245.0
475557,Joker,2019,5,2019-10-01,True,4.1,13588,122,Crime|Thriller|Drama,55000000.0,1074251311.0
559969,El Camino,2019,4,2019-10-04,False,3.4,2610,123,Crime|Drama|Thriller|Action,6000000.0,151866047.5
568091,Fractured,2019,3,2019-10-16,False,3.3,1138,100,Thriller,30000000.0,151866047.5
396422,Annabelle: Creation,2017,4,2019-11-01,False,3.25,3854,109,Horror|Mystery|Thriller,15000000.0,306515884.0
398978,The Irishman,2019,3,2019-12-05,False,3.85,3704,209,Crime|Drama|History,159000000.0,8000000.0
181812,Star Wars: The Rise of Skywalker,2019,3,2019-12-26,True,3.3,5154,142,Action|Adventure|Science Fiction,250000000.0,1074144248.0
496243,Parasite,2019,4,2020-01-01,False,4.25,8263,133,Comedy|Thriller|Drama,11363000.0,245924070.0
546554,Knives Out,2019,5,2020-01-03,False,3.9,4764,131,Mystery|Thriller|Comedy|Drama|Crime,40000000.0,309232797.0
503919,The Lighthouse,2019,3,2020-01-04,False,3.8,1689,109,Drama|Fantasy|Mystery|Horror,4000000.0,17964238.0
466272,Once Upon a Time in Hollywood,2019,5,2020-01-21,False,3.75,6768,162,Comedy|Drama|Thriller,95000000.0,374251247.0
515001,Jojo Rabbit,2019,4,2020-02-01,False,4.05,4096,108,Comedy|War|Drama,14000000.0,82468705.0
157433,Pet Sematary,2019,3,2020-01-21,False,2.85,2041,101,Thriller|Horror,21000000.0,112399944.0
530915,1917,2019,4,2020-01-31,True,3.95,5619,119,War|Drama|Action|History,100000000.0,368027644.0
473033,Uncut Gems,2019,5,2020-02-13,False,3.55,2078,136,Crime|Thriller|Drama|Comedy,19000000.0,50020902.0
64682,The Great Gatsby,2013,3,2020-02-25,False,3.7,8703,143,Drama|Romance,105000000.0,351040419.0
68722,The Master,2012,3,2020-02-27,False,3.6,1810,137,Drama,32000000.0,28258060.0
265195,Relatos salvajes,2014,3,2020-03-02,False,3.9,1956,125,Drama|Thriller|Comedy,4000000.0,27007072.0
207932,Inferno,2016,2,2020-03-05,False,3.0,4601,121,Mystery|Thriller|Drama,75000000.0,220021259.0
570670,The Invisible Man,2020,4,2020-03-09,True,3.6,2337,124,Thriller|Science Fiction|Horror,9000000.0,123414678.0
501170,Doctor Sleep,2019,4,2020-03-22,False,3.55,1872,152,Horror|Drama|Fantasy|Thriller,45000000.0,72281712.0
619264,The Platform,2019,4,2020-03-28,False,3.5,3383,95,Drama|Science Fiction|Thriller,30000000.0,151866047.5
359724,Ford vs Ferrari,2019,4,2020-04-09,False,3.95,2992,152,Drama|Action,97600000.0,220803003.0
492188,Marriage Story,2019,3,2020-04-11,False,3.95,3714,137,Drama,19000000.0,2300000.0
595,To Kill a Mockingbird,1962,3,2020-04-12,False,4.0,1614,130,Crime|Drama,2000000.0,13129846.0
105,Back To The Future,1985,4,2020-04-19,False,4.15,13390,116,Adventure|Comedy|Science Fiction|Family,19000000.0,381109762.0
446159,Bacurau,2019,4,2020-04-25,False,4.05,498,132,Mystery|Western|Thriller,30000000.0,151866047.5
331482,Little Women,2019,4,2020-05-01,False,4.0,2493,135,Drama|Romance,40000000.0,191540586.0
429617,Spider-Man: Far from Home,2019,5,2020-05-02,False,3.8,7747,129,Action|Adventure|Science Fiction,160000000.0,1131927996.0
324857,Spider-Man: Into the Spider-Verse,2018,5,2020-05-09,False,4.2,7531,117,Action|Adventure|Animation|Science Fiction|Comedy,90000000.0,375540831.0
530385,Midsommar,2019,4,2020-05-17,False,3.55,2552,148,Horror|Drama|Mystery,9000000.0,47862188.0
