ID,Movie,Year,Rating,Watched,Cinema,Vote Average,Vote Count,Runtime,Genres,Budget,Revenue,Overview
13475,Star Trek,2009,4,2016-09-04,False,3.7,7334,127,SciFi|Action|Adventure,150000000,385680446,"The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again."
11206,Wait Until Dark,1967,5,2016-09-12,False,3.7,281,108,Horror|Crime|Thriller,4000000,11000000,"After a flight back home, Sam Hendrix returns with a doll he innocently acquired along the way. As it turns out, the doll is actually stuffed with heroin, and a group of criminals led by the ruthless Roat has followed Hendrix back to his place to retrieve it. When Hendrix leaves for business, the crooks make their move -- and find his blind wife, Susy, alone in the apartment. Soon, a life-threatening game begins between Susy and the thugs."
300669,Don't Breathe,2016,5,2016-09-16,True,3.45,4619,89,Crime|Horror|Thriller,9900000,159047649,A group of teens break into a blind man's home thinking they'll get away with the perfect crime. They're wrong.
553,Dogville,2003,4,2016-09-18,False,3.9,1544,178,Crime|Drama|Thriller,10000000,16680836,"A barren soundstage is stylishly utilized to create a minimalist small-town setting in which a mysterious woman named Grace hides from the criminals who pursue her. The town is two-faced and offers to harbor Grace as long as she can make it worth their effort, so Grace works hard under the employ of various townspeople to win their favor. Tensions flare, however, and Grace's status as a helpless outsider provokes vicious contempt and abuse from the citizens of Dogville."
283366,Miss Peregrine's Home for Peculiar Children,2016,3,2016-10-09,True,3.35,7266,127,Drama|Fantasy|Adventure|Family,110000000,296482446,A teenager finds himself transported to an island where he must help protect a group of orphans with special powers from creatures intent on destroying them.
45094,Conviction,2010,4,2016-10-16,False,3.55,368,107,Drama,12500000,6732980,"When Betty Anne Waters' older brother Kenny is arrested for murder and sentenced to life in 1983, Betty Anne, a Massachusetts wife and mother of two, dedicates her life to overturning the murder conviction. Convinced that her brother is innocent, Betty Anne puts herself through high school, college and, finally, law school in an 18 year quest to free Kenny. With the help of best friend Abra Rice, Betty Anne pores through suspicious evidence mounted by small town cop Nancy Taylor, meticulously retracing the steps that led to Kenny's arrest. Belief in her brother - and her quest for the truth - pushes Betty Anne and her team to uncover the facts and utilize DNA evidence with the hope of exonerating Kenny."
335796,Ouija: Origin of Evil,2016,3,2016-10-24,True,3.0,1734,99,Horror|Thriller,9000000,81705746,"In 1965 Los Angeles, a widowed mother and her two daughters add a new stunt to bolster their séance scam business and unwittingly invite authentic evil into their home. When the youngest daughter is overtaken by the merciless spirit, this small family confronts unthinkable fears to save her and send her possessor back to the other side."
12153,White Chicks,2004,3,2016-10-29,False,3.45,2211,109,Comedy|Crime,37000000,113086475,"Two FBI agent brothers, Marcus and Kevin Copeland, accidentally foil a drug bust. As punishment, they are forced to escort a pair of socialites to the Hamptons, where they're going to be used as bait for a kidnapper. But when the girls realize the FBI's plan, they refuse to go. Left without options, Marcus and Kevin decide to pose as the sisters, transforming themselves from African-American men into a pair of blonde, white women."
31011,Mr. Nobody,2009,4,2016-10-31,False,3.95,4218,156,SciFi|Drama|Romance|Fantasy,47000000,2331721,"Nemo Nobody leads an ordinary existence with his wife and 3 children; one day, he wakes up as a mortal centenarian in the year 2092."
333352,Eye in the Sky,2015,3,2016-12-07,False,3.55,1024,102,Drama|Thriller|War,13000000,18704595,"A UK-based military officer in command of a top secret drone operation to capture terrorists in Kenya discovers the targets are planning a suicide bombing and the mission escalates from “capture” to “kill.” As American pilot Steve Watts is about to engage, a nine-year old girl enters the kill zone, triggering an international dispute reaching the highest levels of US and British government over the moral, political, and personal implications of modern warfare."
284052,Doctor Strange,2016,4,2016-11-03,True,3.7,15559,115,Action|Adventure|Fantasy|SciFi,165000000,677700000,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil."
176,Saw,2004,5,2016-11-04,False,3.7,5927,103,Horror|Mystery|Crime,1200000,103911669,"Obsessed with teaching his victims the value of life, a deranged, sadistic serial killer abducts the morally wayward. Once captured, they must face impossible choices in a horrific game of survival. The victims must fight to win their lives back, or die trying..."
650,Boyz n the Hood,1991,4,2016-11-05,False,3.75,949,112,Drama,6500000,57504069,Boyz n the Hood is the popular and successful film and social criticism from John Singleton about the conditions in South Central Los Angeles where teenagers are involved in gun fights and drug dealing on a daily basis.
54138,Star Trek Into Darkness,2013,3,2016-11-07,False,3.65,7034,132,Action|Adventure|SciFi,190000000,467365246,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew."
671,Harry Potter and the Sorcerer's Stone,2001,4,2016-11-13,False,3.95,17778,152,Adventure|Fantasy|Family,125000000,976475550,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame."
672,Harry Potter and the Chamber of Secrets,2002,4,2016-11-13,False,3.85,14777,161,Adventure|Fantasy,100000000,876688482,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage."
673,Harry Potter and the Prisoner of Azkaban,2004,5,2016-11-14,False,4.0,14418,141,Adventure|Fantasy,130000000,789804554,"Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black—and turns to sympathetic Professor Lupin for help."
674,Harry Potter and the Goblet of Fire,2005,4,2016-11-06,False,3.9,13793,157,Adventure|Fantasy|Family,150000000,895921036,"Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord Voldemort. Ron and Hermione help Harry manage the pressure – but Voldemort lurks, awaiting his chance to destroy Harry and all that he stands for."
259316,Fantastic Beast and Where to Find Them,2016,4,2016-11-17,True,3.7,14343,133,Adventure|Family|Fantasy,180000000,809342332,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations."
675,Harry Potter and the Order of Phoenix,2007,4,2016-11-26,False,3.85,13377,138,Adventure|Fantasy|Mystery,150000000,938212738,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students – dubbed 'Dumbledore's Army' – to defend themselves against the dark arts."
767,Harry Potter and the Half-Blood Prince,2009,4,2016-11-27,False,3.85,13095,153,Adventure|Fantasy,250000000,933959197,"As Harry begins his sixth year at Hogwarts, he discovers an old book marked as 'Property of the Half-Blood Prince', and begins to learn more about Lord Voldemort's dark past."
12444,Harry Potter and the Deathly Hallows Part I,2010,4,2016-12-11,True,3.9,13205,146,Adventure|Fantasy,250000000,954305868,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever."
329865,Arrival,2016,4,2016-12-14,False,3.75,12616,116,Drama|SciFi|Mystery,47000000,203388186,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat."
12445,Harry Potter and the Deathly Hallows Part II,2011,5,2016-12-18,False,4.05,14190,130,Fantasy|Adventure,125000000,1341511219,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills."
8681,Taken,2008,4,2016-12-19,False,3.65,7987,94,Action|Thriller,25000000,226830568,"While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle."
330459,Rogue One,2016,4,2016-12-19,True,3.75,11205,133,Action|Adventure|SciFi,200000000,1056057273,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.
9631,The Negotiator,1998,5,2016-12-24,False,3.5,1236,140,Action|Crime|Drama|Thriller,50000000,44547681,"The police try to arrest expert hostage negotiator Danny Roman, who insists he's being framed for his partner's murder in what he believes is an elaborate conspiracy. Thinking there's evidence in the Internal Affairs offices that might clear him, he takes everyone in the office hostage and demands that another well-known negotiator be brought in to handle the situation and secretly investigate the conspiracy."
329440,The Forest,2016,3,2016-12-27,False,2.55,1238,95,Horror|Thriller|Mystery,10000000,37608299,"Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared."
302946,The Accountant,2016,3,2016-12-28,False,3.5,4058,128,Crime|Thriller|Drama,44000000,155160045,"As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities and the body count starts to rise."
345911,Lights Out,2016,4,2016-12-30,False,3.15,2747,81,Thriller|Mystery|Horror|Drama,4900000,148868835,"Rebecca must unlock the terror behind her little brother's experiences that once tested her sanity, bringing her face to face with a supernatural spirit attached to their mother."
313369,La La Land,2016,5,2017-01-17,False,3.95,12239,129,Comedy|Drama|Romance|Music,30000000,446486224,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart."
376867,Moonlight,2016,5,2017-01-21,False,3.7,5073,111,Drama,4000000,65046687,"The tender, heartbreaking story of a young man’s struggle to find himself, told across three defining chapters in his life as he experiences the ecstasy, pain, and beauty of falling in love, while grappling with his own sexuality."
346685,The Girl on The Train,2016,2,2017-01-22,False,3.2,4291,112,Crime|Drama|Mystery|Romance|Thriller,45000000,173185859,"Rachel Watson, devastated by her recent divorce, spends her daily commute fantasizing about the seemingly perfect couple who live in a house that her train passes every day, until one morning she sees something shocking happen there and becomes entangled in the mystery that unfolds."
334541,Manchester by the Sea,2016,4,2017-01-26,False,3.75,4034,138,Drama,9000000,78988148,"After his older brother passes away, Lee Chandler is forced to return home to care for his 16-year-old nephew. There he is compelled to deal with a tragic past that separated him from his family and the community where he was born and raised."
338766,Hell or High Water,2016,4,2017-02-01,False,3.65,3048,102,Crime|Western,12000000,37589296,A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.
393457,Fences,2016,3,2017-02-04,True,3.4,1796,139,Drama,24000000,64414761,"In 1950s Pittsburgh, a frustrated African-American father struggles with the constraints of poverty, racism, and his own inner demons as he tries to raise a family."
381284,Hidden Figures,2016,4,2017-02-09,True,4.0,6071,127,Drama|History,25000000,230698791,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big."
263115,Logan,2017,4,2017-03-02,False,3.9,14657,137,Action|Drama|SciFi,97000000,619021436,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces."
377462,O.J.: Made in America,2016,5,2017-03-18,False,4.3,139,467,Documentary,0,0,"A chronicle of the rise and fall of O.J. Simpson, whose high-profile murder trial exposed the extent of American racial tensions, revealing a fractured and divided nation."
75638,Red Lights,2012,2,2017-03-18,False,3.05,768,119,Thriller,14000000,13551174,"Two investigators of paranormal hoaxes, the veteran Dr. Margaret Matheson and her young assistant, Tom Buckley, study the most varied metaphysical phenomena with the aim of proving their fraudulent origins. Simon Silver, a legendary blind psychic, reappears after an enigmatic absence of 30 years to become the greatest international challenge to both orthodox science and professional sceptics. Tom starts to develop an intense obsession with Silver, whose magnetism becomes stronger with each new manifestation of inexplicable events. As Tom gets closer to Silver, tension mounts, and his worldview is threatened to its core."
381288,Split,2017,4,2017-03-24,True,3.65,12741,117,Horror|Thriller,9000000,278454358,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart."
68730,Silence,2016,3,2017-03-25,False,3.55,2079,161,Drama|History,46000000,23737523,"Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact."
245891,John Wick,2014,4,2017-03-27,False,3.65,13087,101,Action|Thriller,20000000,88761661,Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him.
315837,Ghost in the Shell,2017,3,2017-03-30,True,3.0,6045,107,Action|SciFi|Thriller|Drama,110000000,169801921,"In the near future, Major is the first of her kind: a human saved from a terrible crash, then cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals."
363676,Sully,2016,3,2017-04-22,False,3.55,4922,96,Drama|History,60000000,240797623,"On 15 January 2009, the world witnessed the 'Miracle on the Hudson' when Captain 'Sully' Sullenberger glided his disabled plane onto the frigid waters of the Hudson River, saving the lives of all 155 aboard. However, even as Sully was being heralded by the public and the media for his unprecedented feat of aviation skill, an investigation was unfolding that threatened to destroy his reputation and career."
283995,Guardians of the Galaxy Vol. 2,2017,4,2017-05-01,True,3.8,15265,137,Action|Adventure|Comedy|SciFi,200000000,863756051,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.
419430,Get Out,2017,4,2017-05-14,False,3.8,11520,104,Mystery|Thriller|Horror,4500000,255407969,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined."
397243,The Autopsy of Jane Doe,2016,3,2017-05-28,False,3.3,2589,86,Horror|Mystery,0,5972942,"Father and son coroners receive a mysterious unidentified corpse with no apparent cause of death. As they attempt to examine the beautiful young ""Jane Doe,"" they discover increasingly bizarre clues that hold the key to her terrifying secrets."
297762,Wonder Woman,2017,4,2017-06-01,True,3.65,15061,141,Action|Adventure|Fantasy,149000000,821847012,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.
324552,John Wick: Chapter 2,2017,3,2017-06-04,False,3.6,8168,122,Thriller|Action|Crime,40000000,171539887,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers."
395992,Life,2017,3,2017-06-11,False,3.2,5181,103,Horror|SciFi|Thriller,58000000,100541806,"The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected."
9693,Children of Men,2006,3,2017-06-16,False,3.8,4668,109,Drama|Action|Thriller|SciFi,76000000,69959751,"In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind."
120,The Lord of the Rings: The Fellowship of the Ring,2001,4,2017-06-18,False,4.15,17572,178,Adventure|Fantasy|Action,93000000,871368364,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed."
61791,Rise of the Planet of the Apes,2011,4,2017-06-28,False,3.65,8556,105,Thriller|Action|Drama|SciFi,93000000,482860185,"Scientist Will Rodman is determined to find a cure for Alzheimer's, the disease which has slowly consumed his father. Will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects – especially Caesar, his pet chimpanzee."
119450,Dawn of the Planet of the Apes,2014,4,2017-07-01,False,3.65,8218,130,SciFi|Action|Drama|Thriller,170000000,710644566,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes."
328387,Nerve,2017,3,2017-07-02,False,3.55,5420,96,Mystery|Adventure|Crime,19000000,85241496,"Industrious high school senior, Vee Delmonico, has had it with living life on the sidelines. When pressured by friends to join the popular online game Nerve, Vee decides to sign up for just one dare in what seems like harmless fun. But as she finds herself caught up in the thrill of the adrenaline-fueled competition partnered with a mysterious stranger, the game begins to take a sinister turn with increasingly dangerous acts, leading her into a high stakes finale that will determine her entire future."
315635,Spider-Man: Homecoming,2017,4,2017-07-07,True,3.7,14712,133,Action|Adventure|SciFi|Drama,175000000,880166924,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges."
411088,Contratiempo,2016,3,2017-07-09,False,4.1,2623,106,Mystery|Crime|Thriller,4000000,30000000,"A young businessman wakes up in a hotel room, locked from the inside, along with his lover, who was murdered while he was unconscious. He hires a prestigious lawyer, and over the course of one evening, they must work together to build a defense case for him before he is taken to jail."
65086,The Woman in Black,2012,3,2017-07-25,False,3.05,2551,95,Drama|Horror|Thriller,17000000,127730736,"The story follows a young lawyer, Arthur Kipps, who is ordered to travel to a remote village and sort out a recently deceased client’s papers. As he works alone in the client’s isolated house, Kipps begins to uncover tragic secrets, his unease growing when he glimpses a mysterious woman dressed only in black. Receiving only silence from the locals, Kipps is forced to uncover the true identity of the Woman in Black on his own, leading to a desperate race against time when he discovers her true identity."
374720,Dunkirk,2017,4,2017-07-28,True,3.7,11478,107,War|Action|Drama,100000000,525573161,"The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II."
18405,The Last House on the Left,2009,3,2017-07-30,False,3.2,1027,110,Crime|Thriller|Horror|Drama,15000000,32721635,"A group of teenage girls heading into the city hook up with a gang of drug-addled ne'er-do-wells and are brutally murdered. The killers find their way to the home of one of their victim's parents, where both father and mother exact a horrible revenge."
281338,War for the Planet of the Apes,2017,5,2017-08-06,True,3.55,6231,140,Drama|SciFi|War,150000000,488533726,"Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet."
306947,The Invitation,2015,3,2017-08-11,False,3.25,1584,100,Thriller,0,231737,"Will and his new girlfriend Kira are invited to a dinner with old friends at the house of Will’s ex Eden and her new partner David. Although the evening appears to be relaxed, Will soon gets a creeping suspicion that their charming host David is up to something."
12477,Grave of the Fireflies,1988,5,2017-08-11,False,4.2,2939,89,Animation|Drama|War,3700000,0,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive."
372058,Your Name,2016,4,2017-08-12,False,4.3,6194,106,Romance|Animation|Drama,0,357986087,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other."
9323,Ghost In The Shell,1995,3,2017-08-13,False,3.95,1861,83,Action|Animation|SciFi,0,2287714,"In the year 2029, the barriers of our world have been broken down by the net and by cybernetics, but this brings new vulnerability to humans in the form of brain-hacking. When a highly-wanted hacker known as 'The Puppetmaster' begins involving them in politics, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop the Puppetmaster."
351460,Death Note,2017,1,2017-08-26,False,2.1,2950,101,Fantasy|Horror|Thriller,40000000,0,"A young man comes to possess a supernatural notebook, the Death Note, that grants him the power to kill any person simply by writing down their name on the pages. He then decides to use the notebook to kill criminals and change the world, but an enigmatic detective attempts to track him down and end his reign of terror."
396422,Annabelle: Creation,2017,3,2017-08-27,True,3.25,3925,109,Horror|Mystery|Thriller,15000000,306515884,"Several years after the tragic death of their little girl, a doll maker and his wife welcome a nun and several girls from a shuttered orphanage into their home, soon becoming the target of the doll maker's possessed creation—Annabelle."
418078,It Comes At Night,2017,2,2017-09-01,False,2.9,1516,91,Drama|Horror|Mystery,5000000,19280931,"Secure within a desolate home as an unnatural threat terrorizes the world, a man has established a tenuous domestic order with his wife and son, but this will soon be put to test when a desperate young family arrives seeking refuge."
7446,Tropic Thunder,2008,4,2017-09-03,False,3.3,3922,107,Action|Comedy|Adventure|War,92000000,195702811,"Vietnam veteran 'Four Leaf' Tayback's memoir, Tropic Thunder, is being made into a film, but Director Damien Cockburn can’t control the cast of prima donnas. Behind schedule and over budget, Cockburn is ordered by a studio executive to get filming back on track, or risk its cancellation. On Tayback's advice, Cockburn drops the actors into the middle of the jungle to film the remaining scenes but, unbeknownst to the actors and production, the group have been dropped in the middle of the Golden Triangle, the home of heroin-producing gangs."
345938,The Shack,2017,2,2017-09-09,False,3.6,1192,132,Drama|Fantasy,20000000,92924405,"After suffering a family tragedy, Mack Phillips spirals into a deep depression causing him to question his innermost beliefs. Facing a crisis of faith, he receives a mysterious letter urging him to an abandoned shack deep in the Oregon wilderness. Despite his doubts, Mack journeys to the shack and encounters an enigmatic trio of strangers led by a woman named Papa. Through this meeting, Mack finds important truths that will transform his understanding of his tragedy and change his life forever."
346364,It,2017,5,2017-09-15,True,3.6,13979,135,Horror,35000000,701796444,"In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise."
238,The Godfather,1972,5,2017-09-17,False,4.35,12781,175,Drama|Crime,6000000,245066411,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge."
381283,Mother,2017,4,2017-10-03,True,3.5,4584,121,Drama|Horror|Mystery,30000000,44516999,"A couple's relationship is tested when uninvited guests arrive at their home, disrupting their tranquil existence."
335984,Blade Runner 2049,2017,5,2017-10-10,True,3.7,8574,163,SciFi|Drama,150000000,259239658,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years."
339403,Baby Driver,2017,4,2017-10-22,False,3.75,10597,113,Action|Crime,34000000,226945087,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail."
343674,Gerald's Game,2017,3,2017-11-03,False,3.2,2326,104,Drama|Horror|Thriller,0,0,"When her husband's sex game goes wrong, Jessie (who is handcuffed to a bed in a remote lake house) faces warped visions, dark secrets and a dire choice."
284053,Thor: Ragnarok,2017,3,2017-11-03,True,3.8,14428,131,Action|Adventure|Comedy|Fantasy,180000000,853977126,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of an all-powerful new threat, the ruthless Hela."
395834,Wind River,2017,3,2017-11-12,False,3.7,3099,107,Crime|Drama|Mystery|Thriller,11000000,44998252,An FBI agent teams with the town's veteran game tracker to investigate a murder that occurred on a Native American reservation.
141052,Justice League,2017,3,2017-11-16,True,3.1,9475,120,Action|Adventure|Fantasy|SciFi,300000000,657924295,"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth."
269149,Zootopia,2016,4,2017-11-17,False,3.85,12056,109,Animation|Adventure|Family|Comedy,150000000,1023784195,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery."
294016,Trumbo,2015,4,2017-12-16,False,3.6,1088,124,Drama,15000000,8235661,The career of screenwriter Dalton Trumbo is halted by a witch hunt in the late 1940s when he defies the anti-communist HUAC committee and is blacklisted.
400106,Bright,2017,3,2017-12-23,False,3.1,4028,117,Action|Crime|SciFi|Thriller|Fantasy,90000000,0,"In an alternate present-day where magical creatures live among us, two L.A. cops become embroiled in a prophesied turf battle."
181808,Star Wars: Episode VIII The Last Jedi,2017,4,2017-12-26,True,3.5,10896,152,SciFi|Action|Adventure,200000000,1332539889,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order."
297762,Wonder,2017,4,2018-01-02,True,3.65,15061,141,Action|Adventure|Fantasy,149000000,821847012,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.
21208,Orphan,2009,3,2018-01-21,False,3.45,3233,123,Horror|Thriller|Mystery,20000000,77912251,"A married couple with a rocky past adopt 9-year old, Esther to fill the void created by a recently-stillborn baby. However, Esther is not quite who she seems."
2898,As Good as It Gets,1997,3,2018-01-28,False,3.7,2331,138,Comedy|Romance,50000000,314178011,"New York City. Melvin Udall, a cranky, bigoted, obsessive-compulsive writer, finds his life turned upside down when neighboring gay artist Simon is hospitalized and his dog is entrusted to Melvin. In addition, Carol, the only waitress who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast."
49018,Insidious,2010,3,2018-02-16,False,3.45,4458,103,Horror|Thriller,1500000,97009150,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought."
446354,The Post,2017,3,2018-02-22,False,3.5,3255,116,Drama|History,50000000,174503458,A cover-up that spanned four U.S. Presidents pushed the country's first female newspaper publisher and a hard-driving editor to join an unprecedented battle between journalist and government. Inspired by true events.
392044,Murder on the Orient Express,2017,3,2018-03-01,False,3.35,6854,114,Crime|Drama|Mystery,55000000,351839303,Genius Belgian detective Hercule Poirot investigates the murder of an American tycoon aboard the Orient Express train.
399055,The Shape of Water,2017,4,2018-03-05,False,3.6,8968,123,Drama|Fantasy|Romance,19500000,194989655,"An other-worldly story, set against the backdrop of Cold War era America circa 1962, where a mute janitor working at a lab falls in love with an amphibious man being held captive there and devises a plan to help him escape."
429200,Good Time,2017,3,2018-03-09,False,3.6,1369,102,Crime|Drama|Thriller,0,3283369,"After a botched bank robbery lands his younger brother in prison, Connie Nikas embarks on a twisted odyssey through New York City's underworld to get his brother Nick out of jail."
284054,Black Panther,2018,3,2018-03-13,True,3.7,15633,134,Action|Adventure|Fantasy|SciFi,200000000,1346739107,"King T'Challa returns home from America to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantel to join with girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war."
